Street Number, Street Name, Zipcode, Price
41212, FREMONT BLVD, 94538, $3196000
4120, KANSAS ST, 92104, $1895000
166, 1/2 EVERETT ST, 90026, $1300000
2219, S GOLDEN STATE BLVD, 95380, $2096000
4201, BUSINESS CENTER DR, 94538, $8900000
1220, 1ST ST, 95020, $8350000
6133, CAMINO VERDE DR, 95119, $9750000
724, MAIN ST, 95695, $2795000
5601, PALMER WAY, 92010, $2900000
3011, RAILROAD AVE, 94565, $250000
4048, E ASHLAN AVE, 93726, $4059000
9549, ROBERDS ST, 91701, $895000
341, 1/2 EVERETT ST, 90026, $1300000
4366, TECHNOLOGY DR, 94538, $8600000
1550, E BURNETT ST, 90755, $3100000
1648, W 15TH ST, 90813, $3848000
522, W KATELLA AVE, 92867, $3445000
41687, DATE ST, 92562, $812820
38424, 10TH ST, 93550, $1350000
615, W MANCHESTER BLVD, 90301, $8100000
114, S MOLLISON AVE, 92020, $4500000
66, W MORTON AVE, 93257, $4172000
3689, W 5TH ST, 93030, $625000
437, N VARNEY ST, 91502, $5995000
210, KING ST, 94107, $4300000
1650, W 15TH ST, 90813, $3848000
8, 1/2 EVERETT ST, 90026, $1300000
12153, GARFIELD AVE, 90280, $5975000
38, ESTABROOK ST, 94577, $4350000
812, 1/2 EVERETT ST, 90026, $1300000
669, E 3RD AVE, 94401, $16500000
872, ANCHORAGE PL, 91914, $740000
4511, W 120TH ST, 90250, $1095000
120, HIAWATHA AVE, 95062, $6250000
924, W 7TH ST, 93030, $299500
1326, NATIVIDAD RD, 93906, $325000
12363, DOHERTY ST, 92503, $1427895
42, HELENA AVE, 93101, $2500000
2264, DURFEE AVE, 91732, $4000000
3563, KETTNER BLVD, 92101, $11500000
1027, STATE ST, 93101, $2400000
13317, PENN ST, 90602, $1399000
3700, HILBORN RD, 94534, $2295000
325, N FICKETT ST, 90033, $1895000
760, 1/2 EVERETT ST, 90026, $1300000
3101, MABEL ST, 94702, $6995000
12395, DOHERTY ST, 92503, $4178600
307, S CATALINA AVE, 90277, $10995000
211, KING ST, 94107, $4300000
19474, INDUSTRY PARKWAY DR, 93308, $8900000
1024, NATIONAL CITY BLVD, 91950, $7000000
649, 1/2 EVERETT ST, 90026, $1300000
420, CLEVELAND AVE, 95833, $639000
462, N M ST, 93274, $1299000
169, S HARBOR BLVD, 92805, $545000
14728, PIPELINE AVE, 91709, $2950000
181, S HARBOR BLVD, 92805, $545000
1655, A ST, 94509, $6200000
5842, ADENMOOR AVE, 90713, $1563499
13421, WOODRUFF AVE, 90706, $2950000
26062, BOUQUET CANYON RD, 91350, $650000
3563, HOMESTEAD RD, 95051, $4000000
3672, W 5TH ST, 93030, $625000
2755, OLD SONOMA RD, 94558, $8250000
469, E EUCLID AVE, 90222, $49950000
843, 1/2 EVERETT ST, 90026, $1300000
1978, N VENTURA RD, 93036, $3800000
794, 1/2 EVERETT ST, 90026, $1300000
6341, FAIR OAKS BLVD, 95608, $565000
2749, NAGLEE RD, 95304, $6700000
2825, BUTLER AVE, 90262, $17200000
644, DEL GANADO RD, 94903, $1350000
8961, FOLSOM BLVD, 95826, $2500000
3619, W 5TH ST, 93030, $560000
5639, CUSHING PKY, 94538, $29950000
3400, PIAZZA DE ORO WAY, 92056, $950000
15145, RAYMER ST, 91405, $4500000
5627, LEXINGTON AVE, 90038, $2795000
1825, 28TH AVE, 94601, $1525000
1554, REPORT AVE, 95205, $799000
1638, H ST, 93721, $1350000
12202, GARFIELD AVE, 90280, $5975000
2722, S FAIRVIEW ST, 92704, $21566375
12861, ENCINITAS AVE, 91342, $3125000
558, 1/2 EVERETT ST, 90026, $1300000
2887, B ST, 92102, $10750000
2129, N ANGUS ST, 93703, $15800000
1501, SAN PABLO AVE, 94702, $899000
2910, UNIVERSITY AVE, 92104, $6500000
3603, W 5TH ST, 93030, $560000
142, W RIALTO AVE, 92376, $1000000
30091, HAUN RD, 92584, $5141000
3683, E HIGHLAND AVE, 92346, $5900000
4857, 67TH ST, 92115, $4999999
2457, ATHENS AVE, 96001, $8800000
209, S PACIFIC COAST HWY, 90277, $2150000
4525, FELTON ST, 92116, $2899000
4159, 32ND ST, 92104, $3075000
1529, E WALNUT AVE, 92867, $6950000
8674, S ATLANTIC AVE, 90280, $5000000
2330, MARKET ST, 94114, $6495000
2978, ROCKVILLE RD, 94534, $1500000
956, W 7TH ST, 93030, $299500
9211, ARCHIBALD AVE, 91730, $493000
750, E MANCHESTER AVE, 90001, $390000
21, 1/2 EVERETT ST, 90026, $1300000
12560, DAY ST, 92553, $6763000
6730, ROSEMEAD BLVD, 90660, $2485000
8932, COMPLEX DR, 92123, $1836000
1251, N PLACENTIA AVE, 92806, $15350000
26876, CHERRY HILLS BLVD, 92586, $18500000
2807, VILLA WAY, 92663, $2990000
5336, LEMON GROVE AVE, 90038, $1600000
247, GRAND AVE, 94080, $1999999
6611, S MAIN ST, 90003, $795000
2110, VAN NESS AVE, 94109, $15000000
8227, COMMONWEALTH AVE, 90621, $3000000
7511, STATE ST, 90255, $650000
791, 1/2 EVERETT ST, 90026, $1300000
370, 1/2 EVERETT ST, 90026, $1300000
947, W 7TH ST, 93030, $239900
104, 4TH ST, 95605, $1900000
4086, SWIFT AVE, 92104, $3300000
229, S RIVERSIDE AVE, 92376, $1995000
2606, CONEJO CENTER DR, 91320, $585000
445, N AMERICAN ST, 95202, $700000
703, N MAIN ST, 90012, $28000000
757, S FETTERLY AVE, 90022, $4000000
1817, SOQUEL AVE, 95062, $4500000
4562, COVE DR, 92008, $3600000
28438, HASKELL CANYON RD, 91390, $8000000
22860, SAVI RANCH PKY, 92887, $4700000
830, INTERNATIONAL BLVD, 94606, $4900000
1320, GRANT AVE, 94945, $3900000
1362, W 6TH ST, 92882, $4600000
14809, PIONEER BLVD, 90650, $3700000
1343, MAIN ST, 94559, $3800000
2672, CONEJO CENTER DR, 91320, $585000
502, E EUCLID AVE, 90222, $49950000
2245, FORTUNE DR, 95131, $785000
3763, 36TH ST, 92104, $860000
1542, REPORT AVE, 95205, $799000
3540, KINGS WAY, 95821, $3970600
2201, N BELLFLOWER BLVD, 90815, $5555500
2907, UNIVERSITY AVE, 92104, $6500000
273, BONITO AVE, 90802, $1500000
11403, WHITTIER BLVD, 90601, $2198000
4851, 67TH ST, 92115, $4999999
1240, NEWBURY RD, 91320, $799000
1637, A ST, 94509, $6200000
4369, MISSISSIPPI ST, 92104, $6700000
7615, EL CAJON BLVD, 91942, $899000
130, 1/2 EVERETT ST, 90026, $1300000
26880, CHERRY HILLS BLVD, 92586, $18500000
1640, N MILPITAS BLVD, 95035, $3700000
938, W 7TH ST, 93030, $299500
5624, CUSHING PKY, 94538, $29950000
7704, CRAIG AVE, 90621, $3500000
42075, REMINGTON AVE, 92590, $450000
3325, HOLLY DR, 95376, $3200000
6916, ARCHIBALD AVE, 91701, $1790000
9601, IRVINE CENTER DR, 92618, $2985805
2471, ATHENS AVE, 96001, $8800000
555, W MAIN ST, 91801, $5880000
655, DEL GANADO RD, 94903, $1350000
8552, GERMAN DR, 95828, $399000
5657, CUSHING PKY, 94538, $29950000
2208, ARTESIA BLVD, 90278, $2380000
26853, CHERRY HILLS BLVD, 92586, $18500000
12206, GARFIELD AVE, 90280, $5975000
4122, KANSAS ST, 92104, $1895000
660, SHOTWELL ST, 94110, $4495000
330, TROUSDALE DR, 91910, $2499999
2630, SEMINARY AVE, 94605, $750000
6924, ARCHIBALD AVE, 91701, $1790000
623, TENNESSEE ST, 94590, $1900000
232, N ADAMS ST, 91206, $1049000
4633, FAIRFAX AVE, 94601, $1600000
685, 48TH AVE, 94121, $1795000
848, 1/2 EVERETT ST, 90026, $1300000
4750, TELEGRAPH RD, 90022, $3414200
1165, W MAHALO PL, 90220, $1557675
614, E BALBOA BLVD, 92661, $2550000
5847, LONETREE BLVD, 95765, $3700000
35131, ALVARADO NILES RD, 94587, $3150000
6110, FRIARS RD, 92108, $5499000
185, 1/2 EVERETT ST, 90026, $1300000
17676, CAMERON ST, 92647, $6495000
1647, E 1ST ST, 92701, $998000
2751, OLD SONOMA RD, 94558, $8250000
31672, HAYMAN ST, 94544, $730000
70, 1/2 EVERETT ST, 90026, $1300000
9409, ROSECRANS AVE, 90706, $3000000
13887, FRANCISQUITO AVE, 91706, $800000
21010, S FIGUEROA ST, 90745, $8750000
882, W RIALTO AVE, 92376, $2695000
11222, 1ST AVE, 90603, $2830000
216, TOBY WAY, 91767, $1188000
115, 42ND ST, 92663, $2900000
2465, ATHENS AVE, 96001, $8800000
939, N MADISON ST, 95202, $749000
11214, 1ST AVE, 90603, $2830000
713, W WILSON ST, 92627, $1650000
3694, W 5TH ST, 93030, $560000
12361, DOHERTY ST, 92503, $1427895
2281, DURFEE AVE, 91732, $4000000
514, W BALBOA BLVD, 92661, $2395000
9894, GARDEN GROVE BLVD, 92641, $4700000
662, SHOTWELL ST, 94110, $4495000
269, 1/2 EVERETT ST, 90026, $1300000
919, CLAY ST, 94108, $1990000
2100, N ANGUS ST, 93703, $15800000
212, KING ST, 94107, $4300000
2228, FELSPAR ST, 92109, $2750000
26, 1/2 EVERETT ST, 90026, $1300000
24340, SUNNYMEAD BLVD, 92553, $575000
10, 29TH ST, 94110, $1750000
3398, BALBOA ST, 94121, $4480000
11551, ATLANTIC AVE, 90262, $1400000
1699, ACTION AVE, 94559, $3100000
141, 1/2 EVERETT ST, 90026, $1300000
541, MIDDLEFIELD RD, 94301, $12000000
115, N A ST, 93030, $1800000
816, OPAL DR, 95117, $1700000
918, W 7TH ST, 93030, $239900
859, S MOUNTAIN AVE, 91762, $8712000
1539, REPORT AVE, 95205, $799000
2876, B ST, 92102, $10750000
887, 1/2 EVERETT ST, 90026, $1300000
4042, S MOONEY BLVD, 93277, $9975000
8142, ARROYO DR, 91770, $4098000
10612, S PRAIRIE AVE, 90303, $1200000
820, 1/2 EVERETT ST, 90026, $1300000
865, 1/2 EVERETT ST, 90026, $1300000
909, W 7TH ST, 93030, $299500
1044, GRANT AVE, 94133, $6150000
3515, 20TH ST, 94110, $3680000
2706, WILLOW PASS RD, 94519, $1460000
1030, NATIONAL CITY BLVD, 91950, $7000000
730, E 62ND ST, 90001, $8604750
1621, A ST, 94509, $6200000
3854, BEACON AVE, 94538, $995000
2720, CONEJO CENTER DR, 91320, $585000
204, S LONG BEACH BLVD, 90221, $375000
2824, LYTTON ST, 92110, $1799999
2334, DRACENA ST, 93304, $424995
2761, OLD SONOMA RD, 94558, $8250000
10087, TERRA LOMA DR, 95670, $2950000
571, CRANE ST, 92530, $563100
828, INTERNATIONAL BLVD, 94606, $4900000
1302, N COAST HIGHWAY, 92024, $4300000
628, W CALIFORNIA AVE, 92083, $5720000
876, W GRAND AVE, 93257, $999999
4380, TECHNOLOGY DR, 94538, $8600000
1533, W FLORENCE AVE, 90047, $1629800
2030, MONTANA AVE, 90403, $5100000
2204, SONOMA BLVD, 94590, $949888
339, JERSEY ST, 94114, $3300000
1646, H ST, 93721, $1350000
527, 8TH ST, 94607, $4350000
22423, HESPERIAN BLVD, 94541, $1800000
2754, OLD SONOMA RD, 94558, $8250000
956, W 7TH ST, 93030, $239900
118, 1/2 EVERETT ST, 90026, $1300000
15154, RAYMER ST, 91405, $4500000
3699, W 5TH ST, 93030, $625000
647, 1/2 EVERETT ST, 90026, $1300000
344, MAIN ST, 93901, $1650000
412, 1/2 EVERETT ST, 90026, $1300000
1637, H ST, 93721, $1350000
2062, N ANGUS ST, 93703, $15800000
400, DREVER ST, 95691, $5923000
4905, EL DON DR, 95677, $695000
419, W 1ST ST, 92780, $2900000
1318, W 11TH ST, 95341, $3150000
9774, FOOTHILL BLVD, 91730, $999999
1286, CALLEN ST, 95688, $635000
1332, S CLAUDINA ST, 92805, $6526800
1004, N SERRANO AVE, 90029, $1075000
5236, 3RD ST, 94124, $2995000
2280, DURFEE AVE, 91732, $4000000
15731, RYON AVE, 90706, $5499000
488, E EUCLID AVE, 90222, $49950000
26824, CHERRY HILLS BLVD, 92586, $18500000
425, E WEBER AVE, 90222, $3603820
1111, W TOWN AND COUNTRY RD, 92868, $500000
4561, PECK RD, 91732, $5500000
26909, CHERRY HILLS BLVD, 92586, $18500000
1281, 1ST ST, 95020, $8350000
1345, N OXNARD BLVD, 93030, $3600000
5820, OBERLIN DR, 92121, $585000
620, VENTURE ST, 92029, $2400000
269, KING ST, 94107, $4300000
3637, W 5TH ST, 93030, $560000
302, N PACIFIC AVE, 90731, $1650000
1163, E ASH AVE, 92831, $3405000
1823, 28TH AVE, 94601, $1525000
916, W 7TH ST, 93030, $239900
710, TOPEKA ST, 92054, $1625000
831, S MOUNTAIN AVE, 91762, $8712000
116, E LAUREL DR, 93906, $5500000
588, 1/2 EVERETT ST, 90026, $1300000
9523, KRUSE RD, 90660, $3286320
2269, DURFEE AVE, 91732, $4000000
427, N KENMORE AVE, 90004, $1350000
2844, CHAPMAN ST, 94601, $2500000
4160, 32ND ST, 92104, $3075000
50, LISBON ST, 94901, $1850000
26895, CHERRY HILLS BLVD, 92586, $18500000
9365, 9TH ST, 91730, $2500000
3948, BROCKTON AVE, 92501, $1050000
15176, RAYMER ST, 91405, $4500000
1605, E HIGHLAND AVE, 92404, $2200000
6111, S LA CIENEGA BLVD, 90056, $1399000
1321, W 11TH ST, 95341, $3150000
1806, LEONARD AVE, 93619, $3800000
1258, 1ST ST, 95020, $8350000
1854, PINE AVE, 90806, $4000000
253, KING ST, 94107, $4300000
177, W ALAMEDA ST, 95336, $795000
584, 1/2 EVERETT ST, 90026, $1300000
3940, 5TH AVE, 92103, $5795000
2222, S GOLDEN STATE BLVD, 95380, $2096000
927, W 7TH ST, 93030, $239900
6805, SOMERSET BLVD, 90723, $1502200
514, E EUCLID AVE, 90222, $49950000
572, N LA CADENA DR, 92324, $1399990
26870, CHERRY HILLS BLVD, 92586, $18500000
2905, S KING RD, 95122, $8800000
164, CAPP ST, 94110, $14980000
411, RUSSELL AVE, 95403, $2750000
4076, OLD REDWOOD HWY, 95403, $6900000
2405, LAS POSITAS RD, 94551, $8350000
614, W MANCHESTER BLVD, 90301, $8100000
7803, ALONDRA BLVD, 90723, $750000
255, ISABEL ST, 90065, $2095000
12892, NEWPORT AVE, 92780, $2490000
566, 1/2 EVERETT ST, 90026, $1300000
2616, OCEAN AVE, 94132, $4500000
66, 1/2 EVERETT ST, 90026, $1300000
50, 1/2 EVERETT ST, 90026, $1300000
322, S BLUFF RD, 90640, $1795000
359, S CABRILLO AVE, 90731, $500000
2653, CONEJO CENTER DR, 91320, $585000
1110, TULLY RD, 95350, $1995000
6620, OWENS DR, 94588, $2350000
456, 1/2 EVERETT ST, 90026, $1300000
2745, NAGLEE RD, 95304, $6700000
459, 1/2 EVERETT ST, 90026, $1300000
2719, NAGLEE RD, 95304, $6700000
2800, S MAIN ST, 92707, $969000
700, 25TH AVE, 94121, $2725000
1796, W 24TH ST, 90018, $1350000
705, N MAIN ST, 90012, $28000000
1022, IRVING AVE, 91201, $3950000
2207, ARTESIA BLVD, 90278, $2380000
6020, FLORIN RD, 95823, $3275000
5621, PACIFIC BLVD, 90255, $1300000
810, 1/2 EVERETT ST, 90026, $1300000
237, KING ST, 94107, $4300000
15147, RAYMER ST, 91405, $4500000
1351, DISTRIBUTION WAY, 92081, $712000
1026, CLEVELAND ST, 92054, $1725000
2929, EDINGER AVE, 92780, $2409000
711, E DAILY DR, 93010, $11171000
172, S HARBOR BLVD, 92805, $545000
9928, ARTESIA BLVD, 90706, $725000
7927, S VAN NESS AVE, 90305, $1248100
998, W 7TH ST, 93030, $239900
836, INTERNATIONAL BLVD, 94606, $4900000
4852, 67TH ST, 92115, $4999999
302, 1/2 EVERETT ST, 90026, $1300000
12173, GARFIELD AVE, 90280, $5975000
1043, GRANT AVE, 94133, $6150000
1368, GRAND AVE, 92109, $11000000
874, 47TH AVE, 94121, $4025000
12209, GARFIELD AVE, 90280, $5975000
229, COLUMBUS AVE, 94133, $2000000
1645, CREEKSIDE DR, 95630, $3000000
485, N WHISMAN RD, 94043, $1095000
4052, DAVENPORT DR, 92649, $4750000
550, W MAIN ST, 91801, $5880000
27, W MAIN ST, 91801, $2997000
580, AIRPORT RD, 92058, $2900000
28450, HASKELL CANYON RD, 91390, $8000000
741, 1/2 EVERETT ST, 90026, $1300000
939, W 7TH ST, 93030, $299500
108, 1/2 EVERETT ST, 90026, $1300000
11846, 6TH ST, 91730, $2822592
7940, S VAN NESS AVE, 90305, $1248100
3327, HOLLY DR, 95376, $3200000
409, MENDOCINO AVE, 95401, $1495000
1321, 1ST ST, 95020, $8350000
8034, FAIRVIEW AVE, 91941, $1950000
395, 1/2 EVERETT ST, 90026, $1300000
155, 1/2 EVERETT ST, 90026, $1300000
459, E EUCLID AVE, 90222, $49950000
122, 1/2 EVERETT ST, 90026, $1300000
324, SYCAMORE AVE, 92083, $11121500
2743, NAGLEE RD, 95304, $6700000
843, W KILDARE ST, 93534, $1295000
823, S MOUNTAIN AVE, 91762, $8712000
162, S HARBOR BLVD, 92805, $545000
1552, REPORT AVE, 95205, $799000
1723, SESSUMS DR, 92374, $5400000
3607, W 5TH ST, 93030, $560000
6115, CAMINO VERDE DR, 95119, $9750000
2629, SEMINARY AVE, 94605, $750000
615, TENNESSEE ST, 94590, $1900000
14544, CENTRAL AVE, 91710, $1595798
2842, CHAPMAN ST, 94601, $2500000
948, W 7TH ST, 93030, $239900
1856, ALMADEN RD, 95125, $1700000
1500, CRENSHAW BLVD, 90501, $3400000
177, S HARBOR BLVD, 92805, $545000
141, ENCINITAS BLVD, 92024, $1250000
17634, BELLFLOWER BLVD, 90706, $750000
2724, CONEJO CENTER DR, 91320, $585000
2677, CONEJO CENTER DR, 91320, $585000
4790, ROCKLIN RD, 95677, $2125000
20425, ANITA AVE, 94546, $16100000
747, CALLA DR, 94086, $3300000
4853, 67TH ST, 92115, $4999999
2642, CONEJO CENTER DR, 91320, $585000
415, COCHRAN ST, 93065, $8800000
4550, COLLEGE AVE, 92115, $799000
2289, DURFEE AVE, 91732, $4000000
1643, W 15TH ST, 90813, $3848000
2063, S ATLANTIC BLVD, 91754, $195000
1696, ACTION AVE, 94559, $3100000
2630, SOQUEL DR, 95065, $3400000
7967, S VAN NESS AVE, 90305, $1248100
377, KANSAS ST, 92373, $7300000
10651, SAN SEVAINE WAY, 91752, $1982400
0, COUNTY RD, 95776, $1675000
2881, B ST, 92102, $10750000
4388, TECHNOLOGY DR, 94538, $8600000
611, W MAIN ST, 91801, $5880000
642, DEL GANADO RD, 94903, $1350000
1032, NATIONAL CITY BLVD, 91950, $7000000
7928, AUBURN BLVD, 95610, $3200000
435, E WEBER AVE, 90222, $3603820
1645, ACTION AVE, 94559, $3100000
2266, DURFEE AVE, 91732, $4000000
1552, S EL DORADO ST, 95206, $448000
183, W ALAMEDA ST, 95336, $795000
177, 1/2 EVERETT ST, 90026, $1300000
909, N BLACKSTONE AVE, 93701, $695000
8131, FIRESTONE BLVD, 90241, $3495000
253, BODEM ST, 95350, $340000
962, W 7TH ST, 93030, $239900
880, W RIALTO AVE, 92376, $2695000
356, 1/2 EVERETT ST, 90026, $1300000
1228, SACRAMENTO ST, 94590, $1100000
2866, 4TH AVE, 92103, $4475000
554, HARVEST PARK DR, 94513, $1799900
961, W 7TH ST, 93030, $239900
4360, TECHNOLOGY DR, 94538, $8600000
2322, S GARFIELD AVE, 91754, $950000
5608, AUTO MALL PKY, 94538, $8800000
76, 1/2 EVERETT ST, 90026, $1300000
7712, CRAIG AVE, 90621, $3500000
1025, NATIONAL CITY BLVD, 91950, $7000000
1539, WALLACE AVE, 94124, $3315000
12525, BURBANK BLVD, 91607, $2750000
2263, DURFEE AVE, 91732, $4000000
825, S ANZA ST, 92020, $1225000
561, N SWEETZER AVE, 90048, $3150000
423, 1/2 EVERETT ST, 90026, $1300000
441, N M ST, 93274, $1299000
18888, VAN BUREN BLVD, 92508, $1300000
20658, LAKE FOREST DR, 92630, $9690000
101, GLEN AVE, 94611, $899000
9513, KRUSE RD, 90660, $3286320
10637, SAN SEVAINE WAY, 91752, $1982400
1636, W 15TH ST, 90813, $3848000
836, 1/2 EVERETT ST, 90026, $1300000
3664, W 5TH ST, 93030, $625000
45, N SAN GABRIEL BLVD, 91107, $3500000
7927, AUBURN BLVD, 95610, $3200000
13684, EUCLID ST, 92843, $2300000
5061, WARNER AVE, 92649, $1995000
3634, W 5TH ST, 93030, $625000
537, W MAIN ST, 91801, $5880000
1447, PECKHAM ST, 92833, $2549000
8062, WHITAKER ST, 90621, $1280000
12135, GARFIELD AVE, 90280, $5975000
234, E SIXTH ST, 93030, $875000
2726, CONEJO CENTER DR, 91320, $585000
4358, TECHNOLOGY DR, 94538, $8600000
3655, E HIGHLAND AVE, 92346, $5900000
969, W 7TH ST, 93030, $299500
27054, RIVER RD, 93908, $1850000
6164, COLDWATER CANYON AVE, 91606, $7750000
308, W OAK AVE, 93291, $337777
894, W RIALTO AVE, 92376, $2695000
461, N M ST, 93274, $1299000
1452, HARBOR AVE, 90813, $1100000
366, S CABRILLO AVE, 90731, $500000
111, N A ST, 93030, $1800000
5627, CUSHING PKY, 94538, $29950000
26849, CHERRY HILLS BLVD, 92586, $18500000
35, ESTABROOK ST, 94577, $4350000
9248, W OLYMPIC BLVD, 90212, $4600000
865, S BRISTOL ST, 92703, $8250000
705, MORMON ST, 95630, $2800000
729, E DIVISADERO ST, 93721, $498500
5667, CUSHING PKY, 94538, $29950000
5230, CORONADO AVE, 94618, $3160000
42656, OSGOOD RD, 94539, $9150000
929, W 7TH ST, 93030, $239900
46428, 70TH ST, 93536, $990000
2641, CONEJO CENTER DR, 91320, $585000
5532, SAN PABLO AVE, 94608, $2195000
9604, ALWOOD AVE, 92841, $4475000
74, @ FLORIDA AVE, 92544, $595000
1726, W ADAMS BLVD, 90018, $4900000
616, S ORANGE AVE, 92020, $1625000
581, 1/2 EVERETT ST, 90026, $1300000
712, E 18TH ST, 91950, $1695000
300, ENTRADA DR, 94949, $2800000
1222, SACRAMENTO ST, 94590, $1100000
690, 1/2 EVERETT ST, 90026, $1300000
326, E BEACH AVE, 90302, $650000
353, 1/2 EVERETT ST, 90026, $1300000
447, S STATE COLLEGE BLVD, 92806, $3175000
2206, IRVING ST, 94122, $5880000
3133, PARK MEADOWS DR, 93308, $1875000
1007, S WILLOWBROOK AVE, 90220, $1650000
536, HARVEST PARK DR, 94513, $1799900
1456, HARBOR AVE, 90813, $1100000
1964, N VENTURA RD, 93036, $3800000
512, 1/2 EVERETT ST, 90026, $1300000
6882, CAMROSE DR, 90068, $1550000
1820, N LA BREA AVE, 90046, $5050000
10515, MISSION GORGE RD, 92071, $3955000
2889, W VALLEY BLVD, 91803, $1425000
9606, ALWOOD AVE, 92841, $4475000
970, MENLO AVE, 90006, $10750000
4366, MISSISSIPPI ST, 92104, $6700000
257, 3RD AVE, 91910, $2100000
1357, GRAND AVE, 92109, $11000000
8700, ALONDRA BLVD, 90706, $2195000
15021, VENTURA BLVD, 91403, $4295000
521, E ACACIA AVE, 92543, $530000
1950, LEGHORN ST, 94043, $3700000
1812, SOQUEL AVE, 95062, $4500000
243, 1/2 EVERETT ST, 90026, $1300000
5011, W WASHINGTON BLVD, 90016, $5200000
1699, E HIGHLAND AVE, 92404, $3099900
637, MEMORIAL WAY, 94541, $2295000
228, COLUMBUS AVE, 94133, $2000000
1425, E PROSPERITY AVE, 93274, $10500000
9622, CHARLEVILLE BLVD, 90212, $4850000
20554, WISTERIA ST, 94546, $3588000
6921, ARCHIBALD AVE, 91701, $1790000
245, W YOSEMITE AVE, 95336, $650000
633, DEL GANADO RD, 94903, $1350000
1902, N TEXAS ST, 94533, $2431870
8140, CENTER ST, 91942, $4950000
801, E MAIN ST, 91801, $8980000
732, E 62ND ST, 90001, $8604750
3334, W ROSECRANS AVE, 90250, $1599000
663, E 3RD AVE, 94401, $16500000
935, N MADISON ST, 95202, $749000
3656, W 5TH ST, 93030, $560000
1458, HARBOR AVE, 90813, $1100000
722, BROADWAY ST, 94590, $2500000
7543, GARVEY AVE, 91770, $4580000
3656, E HIGHLAND AVE, 92346, $5900000
324, 1/2 EVERETT ST, 90026, $1300000
527, 1/2 EVERETT ST, 90026, $1300000
2658, E ST, 92102, $1525000
1602, VILLA STREET & 200 MARIPOSA AVE, 94041, $1650000
3756, OCEAN VIEW BLVD, 92113, $2125000
1686, E HIGHLAND AVE, 92404, $3099900
929, N CURSON AVE, 90046, $6999000
535, W MAIN ST, 91801, $5880000
462, 1/2 EVERETT ST, 90026, $1300000
3558, KETTNER BLVD, 92101, $11500000
1346, N STANLEY AVE, 90046, $4500000
2806, FABER ST, 94587, $12000000
6918, S ATLANTIC AVE, 90201, $1995000
1692, E HIGHLAND AVE, 92404, $3099900
1071, W 190TH ST, 90248, $3900000
642, 1/2 EVERETT ST, 90026, $1300000
101, N A ST, 93030, $1800000
2826, BUTLER AVE, 90262, $17200000
116, E ELECTRIC AVE, 90631, $682374
1361, GRAND AVE, 92109, $11000000
529, 1/2 EVERETT ST, 90026, $1300000
10630, SAN SEVAINE WAY, 91752, $1982400
901, N BLACKSTONE AVE, 93701, $695000
1715, ACTION AVE, 94559, $3100000
527, N EDISON ST, 95203, $770000
1585, SOMBRERO DR, 91754, $3000000
6229, MISSION ST, 94014, $2995000
4843, PESCADERO AVE, 92107, $2075000
12214, GARFIELD AVE, 90280, $5975000
704, N MAIN ST, 90012, $28000000
556, HARVEST PARK DR, 94513, $1799900
1476, W 35TH ST, 90018, $1300000
1039, E 4TH ST, 92701, $11996750
1868, UNION ST, 94123, $5700000
2563, 26TH AVE, 95820, $1600000
11323, GARVEY AVE, 91732, $2450000
676, E 3RD AVE, 94401, $16500000
487, 1/2 EVERETT ST, 90026, $1300000
916, CLAY ST, 94108, $1990000
2533, S MAIN ST, 92707, $4255516
30088, HAUN RD, 92584, $5141000
110, S GARFIELD AVE, 90640, $2875000
11208, 1ST AVE, 90603, $2830000
1611, WILLOW PASS RD, 94520, $10220000
68352, PEREZ RD, 92234, $1800000
0, POMONA RINCON RD, 91709, $1747639
449, S STATE COLLEGE BLVD, 92806, $3175000
312, POTRERO AVE, 94103, $3750000
1448, PECKHAM ST, 92833, $2549000
2466, ATHENS AVE, 96001, $8800000
7986, S VAN NESS AVE, 90305, $1248100
444, N BRIGHTON ST, 91506, $2000000
5651, CUSHING PKY, 94538, $29950000
452, 1/2 EVERETT ST, 90026, $1300000
5838, ADENMOOR AVE, 90713, $1563499
8133, FIRESTONE BLVD, 90241, $3495000
335, S CABRILLO AVE, 90731, $500000
1671, ACTION AVE, 94559, $3100000
160, S HARBOR BLVD, 92805, $545000
969, MOFFAT BLVD, 95336, $900000
1617, A ST, 94509, $6200000
